id,location,device,timestamp,state,dimmer,accActiveEnergy,accReactiveEnergy,uRms,iRms,activePotency,reactivePotency,potencyFactor,luminosityLux,temperature
420,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711703370000,0,100,31050894,6589914,22710,23,0,0,118,244900,39
421,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711706971000,0,100,31050963,6589914,22810,23,0,0,142,360600,40
422,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711710571000,0,100,31051031,6589914,22388,23,0,0,149,161300,39
423,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711714172000,0,100,31051100,6589914,22684,23,0,0,124,280200,40
424,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711717772000,0,100,31051169,6589914,22888,23,0,0,127,345400,42
425,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711721373000,0,100,31051237,6589914,22631,23,0,0,106,143400,40
426,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711724973000,0,100,31051306,6589914,22639,24,0,0,104,50400,35
427,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711728574000,0,100,31051378,6589914,22712,23,0,0,129,52800,32
428,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711732174000,0,100,31051450,6589914,22701,23,0,0,152,28200,32
429,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711735776000,1,100,31054533,6590357,22502,652,146,-21,990,0,36
430,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711739375000,1,100,31069052,6592502,22588,649,145,-21,989,0,36
431,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711742977000,1,100,31083498,6594670,22599,645,145,-21,989,0,40
432,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711746576000,1,100,31097981,6596891,22691,643,145,-22,988,0,41
433,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711750177000,1,100,31112379,6599105,22765,640,145,-22,988,0,41
434,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711753777000,1,100,31126814,6601326,22646,648,146,-22,989,0,37
435,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711757378000,1,100,31141256,6603541,22810,639,145,-22,988,0,40
436,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711760978000,1,100,31155630,6605768,22656,643,144,-21,988,0,42
437,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711764578000,1,100,31170012,6607991,22752,640,144,-22,988,0,42
438,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711768179000,1,100,31184385,6610223,22785,640,144,-22,988,0,41
439,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711771780000,1,100,31198771,6612448,22740,642,145,-22,988,0,41
440,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711775381000,1,100,31213230,6614653,22626,648,145,-21,988,0,37
441,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711778980000,1,100,31227733,6616832,22601,648,145,-21,989,1400,36
442,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711782581000,0,100,31230465,6617235,22600,23,0,0,158,51900,33
443,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711786183000,0,100,31230535,6617235,22649,23,0,0,119,133600,35
444,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711789788000,0,100,31230606,6617235,22650,23,0,0,144,232100,40
445,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711793389000,0,100,31230674,6617235,22572,25,0,0,82,514400,51
446,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711796989000,0,100,31230741,6617235,22488,23,0,0,105,579300,55
447,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711800589000,0,100,31230808,6617235,22588,26,0,0,95,360200,51
448,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711804190000,0,100,31230874,6617235,22631,23,0,0,127,236400,46
449,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711807791000,0,100,31230942,6617235,22775,23,0,0,141,574500,42
450,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711811391000,0,100,31231010,6617235,22612,23,0,0,117,29700,39
451,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711814993000,0,100,31231080,6617235,22649,23,0,0,118,124400,36
452,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711818594000,0,100,31231151,6617235,22512,23,0,0,121,25600,33
453,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711822194000,1,100,31234003,6617644,22535,652,146,-21,990,700,37
454,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711825795000,1,100,31248434,6619804,22651,644,145,-22,988,0,42
455,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711829395000,1,100,31262821,6622004,22643,644,145,-22,988,1100,42
456,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711832996000,1,100,31277216,6624207,22668,643,145,-21,988,0,41
457,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711836597000,1,100,31291614,6626421,22562,645,144,-21,989,0,41
458,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711840197000,1,100,31306004,6628616,22734,640,144,-22,989,0,41
459,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711843798000,1,100,31320402,6630820,22685,643,145,-22,988,0,40
460,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711847404000,1,100,31334808,6633040,22585,645,144,-21,989,0,40
461,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711851005000,1,100,31349233,6635257,22701,644,145,-22,987,0,37
462,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711854606000,1,100,31363691,6637465,22743,644,145,-21,989,0,37
463,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711858207000,1,100,31378137,6639692,22860,640,145,-22,987,0,38
464,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711861808000,1,100,31392598,6641923,22766,642,145,-22,990,0,37
465,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711865408000,1,100,31407056,6644139,22804,642,145,-22,987,2000,38
466,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711869010000,0,100,31410817,6644711,22753,25,0,0,149,26800,29
467,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711872610000,0,100,31410889,6644711,22768,23,0,0,109,94000,31
468,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711876211000,0,100,31410961,6644711,22791,23,0,0,152,315300,42
469,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711879812000,0,100,31411030,6644711,22707,23,0,0,146,404200,48
470,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711883411000,0,100,31411098,6644711,22597,25,0,0,154,558200,52
471,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711887012000,0,100,31411165,6644711,22742,25,0,0,120,574600,53
472,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711890612000,0,100,31411231,6644711,22787,28,1,0,197,595900,56
473,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711894214000,0,100,31411298,6644711,22674,23,0,0,138,598900,58
474,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711897814000,0,100,31411364,6644711,22678,23,0,0,144,581300,58
475,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711901414000,0,100,31411430,6644711,22608,25,0,0,54,273300,56
476,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711905016000,0,100,31411497,6644711,22506,23,0,0,120,46500,39
477,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711908616000,1,100,31412162,6644797,22380,659,147,-21,990,7500,36
478,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711912216000,1,100,31426636,6646937,22672,644,145,-22,988,0,40
479,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711915817000,1,100,31441040,6649130,22676,643,145,-22,989,0,40
480,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711919416000,1,100,31455468,6651323,22635,646,145,-22,988,0,37
481,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711923017000,1,100,31469920,6653527,22712,646,146,-20,989,0,37
482,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711926616000,1,100,31484379,6655737,22794,644,146,-22,988,0,36
483,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711930218000,1,100,31498851,6657969,22724,645,146,-22,989,0,35
484,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711933819000,1,100,31513326,6660191,22866,641,145,-22,988,0,35
485,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711937420000,1,100,31527800,6662431,22846,642,146,-22,988,0,34
486,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711941020000,1,100,31542293,6664642,22765,645,146,-22,988,0,34
487,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711944620000,1,100,31556795,6666843,22704,647,146,-22,990,0,34
488,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711948221000,1,100,31571292,6669027,22528,650,145,-21,989,0,34
489,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711951822000,1,100,31585791,6671209,22665,648,146,-21,989,3600,33
490,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711955421000,0,100,31586856,6671360,22625,22,0,0,139,79600,31
491,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711959023000,0,100,31586928,6671360,22673,23,0,0,135,183900,35
492,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711962622000,0,100,31586998,6671360,22612,23,0,0,104,341000,43
493,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711966223000,0,100,31587067,6671360,22480,23,0,0,153,535100,48
494,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711969824000,0,100,31587135,6671360,22607,24,0,0,90,493900,51
495,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711973425000,0,100,31587202,6671360,22689,25,0,0,80,592900,53
496,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711977026000,0,100,31587268,6671360,22592,24,0,0,105,604000,55
497,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711980627000,0,100,31587334,6671360,22658,23,0,0,119,575800,57
498,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711984227000,0,100,31587400,6671360,22571,26,0,0,141,584800,54
499,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711987828000,0,100,31587465,6671360,22627,26,0,0,143,590500,57
500,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711991427000,0,100,31587531,6671360,22742,23,0,0,133,280600,51
501,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711995028000,1,100,31589446,6671631,22430,655,146,-21,990,0,39
502,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1711998629000,1,100,31603892,6673757,22513,648,145,-21,989,0,40
503,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712002231000,1,100,31618315,6675929,22680,644,145,-22,988,0,39
504,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712005831000,1,100,31632752,6678125,22714,644,145,-22,988,0,38
505,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712009431000,1,100,31647190,6680320,22812,641,145,-22,988,4600,38
506,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712013033000,1,100,31661627,6682536,22781,642,145,-22,989,0,38
507,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712016632000,1,100,31676075,6684738,22765,645,145,-22,988,0,37
508,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712020234000,1,100,31690548,6686972,22938,640,145,-22,987,0,36
509,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712023833000,1,100,31705239,6689259,22901,640,145,-22,988,0,37
510,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712027435000,1,100,31719707,6691495,22851,643,145,-22,987,0,36
511,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712031035000,1,100,31734157,6693723,22804,643,145,-22,988,0,37
512,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712034635000,1,100,31748619,6695927,22638,646,145,-22,988,0,36
513,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712038236000,1,100,31763084,6698112,22603,647,145,-21,989,3500,37
514,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712041837000,0,100,31764885,6698374,22657,23,0,0,153,69600,32
515,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712045437000,0,100,31764953,6698374,22630,23,0,0,123,149500,34
516,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712049039000,0,100,31765020,6698374,22849,23,0,0,136,267600,39
517,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712052639000,0,100,31765086,6698374,22630,25,0,0,151,282600,41
518,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712056240000,0,100,31765152,6698374,22748,23,0,0,105,240300,41
519,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712059839000,0,100,31765217,6698374,22811,26,0,0,111,602900,53
520,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712063441000,0,100,31765282,6698374,22600,23,0,0,148,361500,48
521,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712067041000,0,100,31765346,6698374,22496,23,0,0,110,269600,46
522,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712070642000,0,100,31765410,6698374,22659,23,0,0,149,592400,49
523,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712074242000,0,100,31765474,6698374,22553,23,0,0,123,512500,48
524,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712077842000,0,100,31765538,6698374,22662,23,0,0,134,61900,41
525,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712081444000,1,100,31767487,6698654,22564,650,146,-21,989,700,39
526,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712085043000,1,100,31781911,6700791,22635,643,144,-21,989,0,43
527,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712088644000,1,100,31796280,6702982,22719,640,144,-22,988,0,43
528,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712421100000,0,100,32474265,6805553,22703,23,0,0,144,344700,46
529,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712424701000,0,100,32474328,6805553,22569,23,0,0,122,36200,40
530,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1712428301000,1,100,32481576,6806604,22470,651,145,-21,989,0,40
531,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713465855000,1,100,34670164,7137527,22339,653,145,-21,990,0,39
532,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713469505000,1,100,34684837,7139708,22609,646,145,-21,988,0,39
533,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713473106000,1,100,34699266,7141876,22715,644,145,-22,987,0,39
534,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713476707000,1,100,34713682,7144058,22612,647,145,-21,988,0,39
535,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713480308000,1,100,34728115,7146265,22721,645,145,-22,987,0,38
536,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713483909000,1,100,34742554,7148475,22831,641,145,-22,987,0,38
537,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713487509000,1,100,34756998,7150690,22651,646,145,-21,989,0,38
538,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713491110000,1,100,34771444,7152901,22815,642,145,-22,989,0,38
539,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713494726000,1,100,34785879,7155133,22801,641,145,-22,988,0,38
540,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713498353000,1,100,34800560,7157405,22768,643,145,-22,988,0,38
541,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713501954000,1,100,34814998,7159613,22666,644,145,-21,989,0,38
542,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713505556000,1,100,34829450,7161803,22621,647,145,-21,988,0,39
543,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713509157000,0,100,34838606,7163184,22809,24,0,0,142,26200,32
544,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713512758000,0,100,34838676,7163184,22717,23,0,0,168,82000,32
545,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713516358000,0,100,34838747,7163184,22721,23,0,0,129,202000,42
546,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713519959000,0,100,34838816,7163184,22758,23,0,0,107,389600,45
547,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713523559000,0,100,34838884,7163184,22541,24,0,0,120,576100,49
548,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713527160000,0,100,34838951,7163184,22653,23,0,0,128,173900,44
549,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713530766000,0,100,34839018,7163184,22502,28,0,0,82,581100,52
550,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713534367000,0,100,34839084,7163184,22568,23,0,0,109,574100,46
551,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713566773000,1,100,34909836,7173791,22841,642,145,-22,987,0,37
552,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713570373000,1,100,34924285,7175990,22754,643,145,-22,987,0,37
553,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713573974000,1,100,34938733,7178186,22722,645,145,-22,989,0,37
554,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713577575000,1,100,34953254,7180422,22882,639,145,-22,987,0,38
555,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713581176000,1,100,34967680,7182650,22893,639,145,-22,987,0,38
556,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713584777000,1,100,34982106,7184889,22794,642,145,-22,988,0,36
557,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713588377000,1,100,34996553,7187099,22819,641,145,-22,987,0,36
558,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713591978000,1,100,35010995,7189313,22727,644,145,-22,987,0,36
559,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713595578000,0,100,35020127,7190704,22729,23,0,0,135,17100,31
560,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713599180000,0,100,35020196,7190704,22723,24,0,0,115,53900,30
561,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713602779000,0,100,35020265,7190704,22747,22,0,0,156,80700,32
562,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713606381000,0,100,35020335,7190704,22796,23,0,0,128,143400,35
563,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713609981000,0,100,35020402,7190704,22836,23,0,0,136,312700,39
564,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713613582000,0,100,35020469,7190704,22790,23,0,0,110,589200,47
565,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713617181000,0,100,35020534,7190704,22813,23,0,0,169,576100,49
566,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713620783000,0,100,35020598,7190704,22616,26,0,0,113,571300,52
567,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713624383000,0,100,35020662,7190704,22574,25,0,0,75,583900,53
568,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713674768000,1,100,35178825,7214647,22713,645,145,-22,988,0,34
569,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713682053000,0,100,35202084,7218170,22799,23,0,0,142,21600,27
570,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713685652000,0,100,35202153,7218170,22715,23,0,0,138,96600,30
571,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713689270000,0,100,35202220,7218170,22755,23,0,0,129,203800,39
572,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713692870000,0,100,35202286,7218170,22713,23,0,0,112,332500,44
573,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713696471000,0,100,35202350,7218170,22601,26,0,0,107,566100,51
574,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713700072000,0,100,35202414,7218170,22627,23,0,0,131,602200,47
575,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713703672000,0,100,35202477,7218170,22729,27,0,0,67,577200,52
576,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713707273000,0,100,35202540,7218170,22735,25,0,0,117,554700,54
577,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713710874000,0,100,35202603,7218170,22689,24,0,0,96,599800,54
578,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713714475000,0,100,35202666,7218170,22566,24,0,0,89,576900,55
579,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713718076000,0,100,35202728,7218170,22553,23,0,0,136,286100,51
580,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713721682000,0,100,35202792,7218170,22411,23,0,0,122,4400,34
581,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713725282000,1,100,35216369,7220176,22727,642,145,-22,988,0,39
582,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713728883000,1,100,35230813,7222348,22615,646,145,-21,989,0,37
583,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713732484000,1,100,35245278,7224528,22671,646,145,-21,988,0,35
584,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713736085000,1,100,35259760,7226710,22849,641,145,-22,988,0,35
585,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713739686000,1,100,35274247,7228902,22803,644,146,-22,989,0,34
586,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713743287000,1,100,35288743,7231119,22882,642,146,-22,988,0,34
587,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713746897000,1,100,35303248,7233336,22880,642,146,-22,988,0,33
588,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713750499000,1,100,35317745,7235563,22806,643,146,-22,988,0,34
589,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713754100000,1,100,35332237,7237790,22930,640,146,-22,988,0,33
590,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713761326000,1,100,35361245,7242183,22665,647,146,-21,989,0,33
591,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713764926000,1,100,35375764,7244354,22691,648,146,-21,988,0,31
592,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713768528000,0,100,35383371,7245478,22744,23,0,0,128,31900,27
593,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713772129000,0,100,35383437,7245479,22684,23,0,0,151,66500,32
594,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713775730000,0,100,35383502,7245479,22704,23,0,0,122,202900,38
595,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713779332000,0,100,35383567,7245479,22633,23,0,0,115,367600,44
596,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713782933000,0,100,35383631,7245479,22556,23,0,0,132,526000,48
597,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713786539000,0,100,35383693,7245479,22802,25,0,0,66,577600,51
598,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713790142000,0,100,35383757,7245479,22810,25,0,0,133,573000,52
599,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713793742000,0,100,35383819,7245479,22536,23,0,0,87,573900,54
600,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713797345000,0,100,35383882,7245479,22498,25,0,0,96,601800,56
601,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713800945000,0,100,35383944,7245479,22565,24,0,0,158,537100,54
602,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713804546000,0,100,35384006,7245479,22736,23,0,0,116,330100,48
603,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713808147000,0,100,35384069,7245479,22657,23,0,0,145,3600,35
604,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713837021000,1,100,35499806,7262952,22761,644,146,-22,989,0,34
605,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713840623000,1,100,35514304,7265156,22798,644,146,-22,988,0,33
606,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713844224000,1,100,35528805,7267379,22811,644,146,-22,988,0,32
607,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713851428000,1,100,35557839,7271777,22776,646,146,-22,988,0,31
608,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713855030000,0,100,35565861,7272985,22656,24,0,0,118,38200,27
609,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713858631000,0,100,35565926,7272985,22637,22,0,0,122,70900,33
610,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713862232000,0,100,35565990,7272985,22627,23,0,0,133,206100,39
611,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713865833000,0,100,35566053,7272985,22458,23,0,0,81,355200,45
612,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713869434000,0,100,35566116,7272985,22824,24,0,0,132,397200,50
613,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713873036000,0,100,35566179,7272985,22796,26,0,0,90,582600,52
614,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713876637000,0,100,35566242,7272985,22539,30,0,-1,92,594200,55
615,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1713880238000,0,100,35566304,7272985,22506,24,0,0,118,605500,56
