id,location,device,timestamp,state,dimmer,accActiveEnergy,accReactiveEnergy,uRms,iRms,activePotency,reactivePotency,potencyFactor,luminosityLux,temperature
831,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716056797000,1,100,40336818,7992431,22547,646,145,-21,988,0,40
832,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716060470000,1,100,40351227,7994579,22545,646,145,-21,989,0,39
833,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716064082000,1,100,40365675,7996753,22578,649,145,-21,989,0,37
834,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716067684000,1,100,40380136,7998930,22928,640,145,-22,987,0,37
835,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716071289000,1,100,40394851,8001152,22465,650,145,-21,990,0,36
836,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716074892000,1,100,40409309,8003329,22648,647,145,-21,989,500,36
837,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716078493000,1,100,40423790,8005505,22757,645,145,-22,985,0,34
838,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716103628000,0,100,40511824,8018750,22741,22,0,0,130,48900,31
839,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716107255000,0,100,40511889,8018750,22706,22,0,0,131,100300,36
840,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716110856000,0,100,40511953,8018750,22675,23,0,0,105,236900,44
841,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716118084000,0,100,40512080,8018750,22721,24,0,0,127,557500,52
842,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716121690000,0,100,40512142,8018750,22585,24,0,0,117,581900,53
843,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716125296000,0,100,40512204,8018750,22599,24,0,0,123,579300,52
844,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716128897000,0,100,40512266,8018750,22676,23,0,0,93,586300,55
845,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716132499000,0,100,40512328,8018750,22611,24,0,0,70,503500,54
846,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716136100000,0,100,40512391,8018750,22719,23,0,0,99,205100,51
847,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716139775000,0,100,40512453,8018750,22452,12,0,0,274,9400,36
848,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716316366000,1,100,40906671,8078165,22512,646,145,-21,989,8300,41
849,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716319969000,1,100,40921076,8080327,22604,645,145,-21,989,0,40
850,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716323569000,1,100,40935506,8082477,22696,644,145,-22,988,0,38
851,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716327194000,,,40949937,,,,,,,,
852,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716327194000,1,100,,8084658,22715,643,145,-22,989,0,39
853,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716334423000,1,100,40978866,8089053,22716,644,145,-22,988,0,37
854,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716338024000,1,100,40993017,8091221,22747,643,145,-22,989,0,37
855,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716341626000,1,100,41007193,8093390,22826,643,145,-22,988,0,36
856,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716345228000,1,100,41021299,8095566,22935,639,145,-22,988,0,36
857,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716348829000,1,100,41035287,8097708,22727,642,145,-22,989,0,37
858,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716352430000,1,100,41049150,8099818,22748,642,145,-22,988,0,37
859,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716356030000,1,100,41063057,8101931,22702,647,146,-22,988,0,36
860,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716359632000,0,100,41076346,8103934,22740,12,0,0,297,2700,33
861,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716363235000,0,100,41076414,8103934,22729,13,0,0,200,55800,32
862,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716366835000,0,100,41076481,8103934,22709,12,0,0,246,114700,39
863,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716370436000,0,100,41076547,8103934,22676,12,0,0,127,238800,43
864,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716371637000,0,100,41076569,8103934,22782,12,0,0,246,308100,46
865,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716372838000,0,100,41076590,8103934,22614,12,0,0,258,233400,45
866,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716374039000,0,100,41076612,8103934,22748,12,0,0,218,475800,47
867,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716375240000,0,100,41076634,8103934,22623,12,0,0,261,547800,46
868,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716376441000,0,100,41076656,8103934,22668,12,0,0,261,513800,47
869,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716377641000,0,100,41076678,8103934,22801,12,0,0,223,584600,46
870,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716378842000,0,100,41076699,8103934,22748,12,0,0,234,551400,48
871,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716380043000,0,100,41076721,8103934,22784,12,0,0,225,175600,48
872,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716381244000,0,100,41076743,8103934,22818,12,0,0,244,599000,44
873,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716382445000,0,100,41076765,8103934,22700,12,0,0,281,216600,48
874,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716383646000,0,100,41076787,8103934,22623,12,0,0,294,166500,44
875,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716384847000,0,100,41076809,8103934,22739,12,0,0,316,597400,52
876,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716386048000,0,100,41076831,8103934,22648,12,0,0,150,597800,53
877,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716387249000,0,100,41076853,8103934,22617,12,0,0,204,124900,47
878,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716388449000,0,100,41076875,8103934,22559,12,0,0,231,595500,51
879,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716389650000,0,100,41076897,8103934,22721,12,0,0,191,589400,52
880,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716390851000,0,100,41076919,8103934,22773,12,0,0,224,577800,51
881,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716392051000,0,100,41076940,8103934,22544,12,0,0,202,540600,52
882,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716393252000,0,100,41076962,8103934,22528,12,0,0,196,390000,50
883,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716394453000,0,100,41076984,8103934,22627,12,0,0,258,305700,50
884,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716395655000,0,100,41077005,8103934,22742,12,0,0,252,220300,47
885,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716396856000,0,100,41077027,8103934,22765,12,0,0,229,41400,41
886,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716398056000,0,100,41077049,8103934,22798,12,0,0,264,16600,36
887,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716399257000,1,100,41077812,8104043,22473,656,146,-21,990,0,36
888,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716400459000,1,100,41082230,8104689,22405,652,145,-21,989,0,39
889,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716401660000,1,100,41086766,8105362,22454,651,145,-21,989,0,39
890,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716402861000,1,100,41091574,8106083,22537,647,145,-21,989,0,40
891,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716404062000,1,100,41096135,8106771,22639,645,145,-21,989,0,40
892,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716405263000,1,100,41100675,8107458,22617,645,145,-22,988,0,40
893,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716406465000,1,100,41105160,8108141,22782,643,145,-22,988,0,38
894,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716407666000,0,100,41109725,8108832,22605,646,145,-21,989,18300,38
895,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716408867000,1,100,41114311,8109528,22759,643,145,-22,989,0,37
896,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716410069000,1,100,41118856,8110219,22672,12,0,0,266,0,37
897,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716411270000,1,100,41123438,8110912,22758,645,146,-21,989,0,36
898,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716412471000,1,100,41127880,8111585,22682,648,146,-22,989,9200,35
899,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716413672000,1,100,41132407,8112278,22902,641,146,-22,988,0,35
900,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716414879000,1,100,41136980,8112981,22886,642,146,-22,989,0,35
901,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716416080000,1,100,41141519,8113677,22797,644,146,-22,988,0,34
902,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716417282000,1,100,41146057,8114370,22772,645,146,-21,989,3500,33
903,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716418483000,1,100,41150588,8115056,22775,646,146,-22,988,0,33
904,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716419683000,1,100,41155133,8115747,22902,642,146,-22,988,0,33
905,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716420886000,1,100,41159620,8116431,22817,644,146,-22,989,2200,33
906,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716422086000,1,100,41164219,8117130,22841,644,146,-21,988,12900,33
907,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716423287000,1,100,41168702,8117811,22700,648,146,-21,989,0,33
908,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716424488000,1,100,41173277,8118501,22788,12,0,0,257,2200,32
909,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716425689000,1,100,41177833,8119198,22753,646,146,-21,989,4600,32
910,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716428128000,0,100,41187172,8120635,22969,12,0,0,270,0,34
911,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716429330000,1,100,41191644,8121326,22834,644,146,-22,989,4600,33
912,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716432987000,1,100,41205563,8123458,22904,642,146,-22,989,0,32
913,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716434188000,1,100,41210084,8124154,22810,646,146,-22,989,0,31
914,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716435390000,1,100,41214543,8124835,22877,644,146,-22,988,0,31
915,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716436591000,1,100,41219084,8125531,22882,642,146,-22,989,2900,31
916,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716437792000,1,100,41223661,8126231,22851,644,146,-22,989,0,31
917,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716438993000,1,100,41228130,8126918,22812,645,146,-22,989,0,32
918,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716440197000,1,100,41232691,8127615,22832,644,146,-22,988,1100,32
919,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716441398000,1,100,41237265,8128308,22680,647,146,-21,989,5900,32
920,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716442599000,1,100,41241784,8128988,22701,650,146,-22,988,0,30
921,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716443801000,0,100,41246342,8129671,22834,13,0,0,196,4600,30
922,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716446228000,0,100,41254780,8130936,22639,12,0,0,298,2200,28
923,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716447436000,0,100,41254802,8130936,22624,12,0,0,292,19000,25
924,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716448643000,0,100,41254826,8130936,22749,12,0,0,234,47500,27
925,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716449845000,0,100,41254849,8130936,22732,12,0,0,345,54500,29
926,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716451046000,0,100,41254873,8130936,22615,12,0,0,246,51700,31
927,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716452247000,0,100,41254896,8130936,22802,12,0,0,211,75400,33
928,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716453455000,0,100,41254920,8130936,22722,12,0,0,244,110700,36
929,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716454656000,0,100,41254943,8130936,22601,12,0,0,246,200000,39
930,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716455858000,0,100,41254966,8130936,22691,12,0,0,190,203800,40
931,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716457059000,0,100,41254988,8130936,22616,12,0,0,227,236400,41
932,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716460713000,0,100,41255057,8130936,22820,28,0,-1,122,407400,47
933,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716461914000,0,100,41255079,8130936,22677,12,0,0,216,458600,48
934,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716463115000,0,100,41255101,8130936,22826,12,0,0,185,482200,50
935,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716464317000,0,100,41255123,8130936,22734,12,0,0,260,527100,51
936,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716465518000,0,100,41255145,8130936,22952,17,0,0,173,527500,50
937,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716466720000,0,100,41255167,8130936,22715,12,0,0,238,595300,49
938,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716467921000,0,100,41255189,8130936,22762,12,0,0,160,584800,50
939,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716469122000,0,100,41255210,8130936,22715,12,0,0,222,595500,50
940,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716470324000,0,100,41255232,8130936,22661,14,0,0,220,590700,52
941,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716471525000,0,100,41255253,8130936,22617,13,0,0,186,595500,53
942,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716472727000,0,100,41255275,8130936,22724,12,0,0,235,588300,53
943,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716473928000,0,100,41255297,8130936,22709,12,0,0,203,590700,52
944,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716475131000,0,100,41255318,8130936,22484,12,0,0,262,583700,52
945,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716476332000,0,100,41255340,8130936,22623,12,0,0,198,595500,53
946,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716477533000,0,100,41255361,8130936,22649,14,0,0,265,519200,52
947,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716478734000,0,100,41255383,8130936,22742,12,0,0,267,402400,52
948,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716479936000,0,100,41255404,8130936,22558,12,0,0,185,442800,51
949,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716481137000,0,100,41255426,8130936,22454,12,0,0,191,327500,50
950,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716482338000,0,100,41255447,8130936,22601,13,0,0,202,192200,48
951,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716487224000,1,100,41262206,8131929,22670,645,145,-21,989,4400,38
952,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716488425000,1,100,41266696,8132599,22429,652,145,-20,990,0,38
953,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716489627000,1,100,41271185,8133260,22540,648,145,-21,989,0,38
954,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716490829000,1,100,41275679,8133942,22745,642,145,-21,989,5900,38
955,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716492035000,1,100,41280387,8134662,22828,642,145,-22,988,0,37
956,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716493237000,1,100,41284860,8135342,22709,645,145,-21,989,19000,36
957,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716494444000,1,100,41289378,8136022,22677,646,145,-21,989,0,36
958,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716495645000,1,100,41293913,8136709,22814,642,145,-22,989,0,36
959,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716496847000,1,100,41298288,8137382,22863,642,146,-22,988,8300,35
960,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716498051000,1,100,41302796,8138077,22903,643,146,-22,988,0,34
961,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716499260000,1,100,41307317,8138771,22831,645,146,-22,988,0,33
962,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716500461000,1,100,41311809,8139464,22883,642,146,-22,989,9400,33
963,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716501662000,1,100,41316286,8140147,22674,648,146,-21,989,0,33
964,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716502864000,1,100,41320758,8140812,22597,12,0,0,214,0,33
965,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716505295000,1,100,41329841,8142198,22952,642,146,-22,989,1600,32
966,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716506497000,1,100,41334510,8142914,22802,646,146,-22,989,4000,32
967,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716507698000,1,100,41339067,8143611,22882,643,146,-22,989,0,32
968,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716508905000,1,100,41343500,8144297,22836,643,146,-22,989,0,33
969,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716510107000,1,100,41348086,8145002,22818,644,146,-21,988,0,33
970,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716511309000,1,100,41352593,8145692,22898,643,146,-22,988,0,33
971,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716512514000,1,100,41357037,8146379,22928,643,146,-22,987,0,33
972,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716513715000,0,100,41361547,8147072,22780,12,0,0,229,0,33
973,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716514916000,1,100,41366054,8147758,22771,644,146,-22,991,0,32
974,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716516125000,1,100,41370457,8148434,22846,644,146,-22,989,11800,31
975,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716517326000,1,100,41375052,8149141,22872,644,146,-22,989,0,32
976,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716518538000,1,100,41379490,8149830,22853,645,146,-22,988,4400,32
977,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716519741000,1,100,41384044,8150533,23002,640,146,-22,988,0,31
978,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716520942000,0,100,41388585,8151233,22817,645,146,-22,989,0,31
979,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716522144000,1,100,41393065,8151918,22833,644,146,-22,990,0,32
980,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716524577000,1,100,41402396,8153347,22763,645,146,-22,988,17700,32
981,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716525783000,1,100,41406873,8154027,22710,648,146,-22,989,0,32
982,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716526984000,1,100,41411306,8154698,22664,651,146,-21,989,21400,31
983,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716531868000,1,100,41429443,8157444,22784,644,146,-22,989,0,32
984,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716533076000,0,100,41431990,8157831,22852,12,0,0,253,9200,28
985,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716534277000,0,100,41432012,8157831,22674,12,0,0,301,28400,27
986,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716535482000,0,100,41432035,8157831,22705,12,0,0,240,61700,28
987,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716536682000,0,100,41432058,8157831,22618,12,0,0,149,68300,31
988,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716537883000,0,100,41432082,8157831,22651,12,0,0,191,87800,34
989,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716539085000,0,100,41432104,8157831,22820,12,0,0,194,132100,36
990,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716540286000,0,100,41432126,8157831,22702,12,0,0,270,173200,38
991,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716541488000,0,100,41432148,8157831,22753,12,0,0,180,161700,38
992,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716542689000,0,100,41432170,8157831,22630,12,0,0,308,214400,39
993,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716543895000,0,100,41432192,8157831,22690,12,0,0,211,239000,42
994,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716545095000,0,100,41432214,8157831,22680,12,0,0,152,319400,44
995,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716546296000,0,100,41432235,8157831,22685,12,0,0,220,296400,46
996,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716547497000,0,100,41432257,8157831,22688,12,0,0,286,402400,48
997,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716548697000,0,100,41432279,8157831,22694,12,0,0,235,425800,49
998,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716549899000,0,100,41432301,8157831,22835,12,0,0,252,556200,51
999,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716551100000,0,100,41432322,8157831,22801,12,0,0,265,560800,50
1000,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716552300000,0,100,41432344,8157831,22869,12,0,0,137,573000,50
1001,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716553500000,0,100,41432366,8157831,22673,12,0,0,171,599000,52
1002,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716554700000,0,100,41432387,8157831,22697,12,0,0,240,596600,52
1003,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716555901000,0,100,41432409,8157831,22642,12,0,0,131,590700,52
1004,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716557103000,0,100,41432430,8157831,22734,12,0,0,234,590700,54
1005,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716558303000,0,100,41432452,8157831,22607,12,0,0,198,590700,51
1006,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716559504000,0,100,41432473,8157831,22584,12,0,0,224,305000,47
1007,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716560705000,0,100,41432495,8157831,22609,12,0,0,239,583500,50
1008,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716561905000,0,100,41432516,8157831,22649,12,0,0,189,506100,51
1009,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716563106000,0,100,41432538,8157831,22725,12,0,0,284,468000,50
1010,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716564306000,0,100,41432559,8157831,22644,12,0,0,242,521800,47
1011,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716565507000,0,100,41432581,8157831,22666,12,0,0,191,93300,43
1012,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716566708000,0,100,41432602,8157831,22623,12,0,0,235,9200,39
1013,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716567908000,0,100,41432722,8157846,22812,12,0,0,244,42800,31
1014,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716569109000,0,100,41432746,8157846,22821,12,0,0,217,19400,30
1015,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716570310000,0,100,41432771,8157846,22918,12,0,0,234,4400,30
1016,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716571510000,1,100,41434044,8158035,22713,652,147,-21,989,2200,34
1017,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716576395000,1,100,41452118,8160738,22791,643,145,-21,989,4600,36
1018,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716580050000,1,100,41465778,8162825,22795,12,0,0,164,1100,37
1019,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716581262000,1,100,41470308,8163518,22746,645,146,-22,989,9200,36
1020,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716582468000,0,100,41475077,8164249,22875,641,145,-22,988,0,36
1021,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716583669000,1,100,41479525,8164935,22786,642,145,-22,989,4400,36
1022,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716584871000,1,100,41483951,8165620,22752,644,146,-21,989,0,37
1023,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716586087000,1,100,41488486,8166319,22812,642,145,-22,988,0,36
1024,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716589744000,1,100,41502267,8168438,22881,642,146,-22,989,0,34
1025,LOCATION 4,ANOMALO::0:zrhybacdev:cadjw3wmgc,1716597090000,1,100,41529534,8172655,22863,643,146,-22,988,9400,34
